X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.198829056929441,34.026993966539109,98933816,211,,Health and Mental Health,Mental Health Counseling,,,El Centro De Ayuda Corporation,3467 Whittier Blvd.,,Los Angeles,CA,,"Service/Intake and Administration (323) 265-9228,  FAX (323) 265-7166",,,,645,"The agency provides education services, domestic violence services and substance abuse services for people of all ages who live in Los Angeles County, including those who are homeless.",90023,http://egis3.lacounty.gov/lms/?p=645,publish,34.026994,-118.198829,2013-06-01T11:50:56.000Z,,,6501424.47340839,1832263.60280973
-117.752383057714425,34.056213967673621,98933818,211,,Health and Mental Health,Mental Health Counseling,,,Inland Valley Drug And Alcohol Recovery Services - Pomona Office,375 S. Main St.,,Pomona,CA,,"FAX (909) 868-1432, DUI Service/Intake (909) 622-7311",www.inlandvalleyrecovery.org,,,646,"The agency provides comprehensive alcohol and drug treatment services, including detoxification for adult men and women; residential for adult men, adult women, and men or women with children; and outpatient for adult men, adult women, and adolescents aged 11-17.",91766,http://egis3.lacounty.gov/lms/?p=646,publish,34.056214,-117.752383,2013-06-01T11:50:56.000Z,,,6636672.8895908,1842930.13921939
-118.24419015580385,34.043384556890999,98933827,211,,Health and Mental Health,Mental Health Counseling,,,Lamp Community - Fine Arts Program,526 S San Pedro St,,Los Angeles,CA,,,www.lampcommunity.org,,,650,"The agency provides homeless support services and shelter for adults who have chronic mental illness and who are in Skid Row and downtown Los Angeles, including people who are undocumented or who have developmental disabilities or a dual diagnosis of mental illness and substance abuse.",90013,http://egis3.lacounty.gov/lms/?p=650,publish,34.04338459,-118.2441901,2013-06-01T11:50:56.000Z,,,6487694.42278455,1838258.7332079
-118.267107056173487,34.05382696671343,98933838,211,,Health and Mental Health,Mental Health Counseling,,,Asian Pacific Counseling And Treatment Centers - Wilshire Office,1310 Wilshire Blvd.,,Los Angeles,CA,,"Service/Intake (213) 483-3000,  FAX (213) 483-6529",www.apctc.org,,,663,The centers provide mental health services and welfare-to-work support services for the Asian/Pacific Islander community.,90017,http://egis3.lacounty.gov/lms/?p=663,publish,34.053827,-118.267107,2013-06-01T11:50:56.000Z,,,6480762.00095388,1842076.57334122
-118.032219156886697,34.071382656986032,98933839,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County District Attorney - Victim-Witness Assistance Program - El Monte,11234 Vly Blvd,,El Monte,CA,,"FAX (626) 442-6543,  Service/Intake (626) 575-5565",da.co.la.ca.us/vwap/default.htm,,,669,The program provides victims of crime support in Los Angeles County.,91731,http://egis3.lacounty.gov/lms/?p=669,publish,34.07138269,-118.0322191,2013-06-01T11:50:56.000Z,,,6551913.00432089,1848359.4945024
-118.486272055615359,34.027547966446882,98933842,211,,Health and Mental Health,Mental Health Counseling,,,Ucla Medical Center - Santa Monica - Rape Treatment Center,1250 16th St.,,Santa Monica,CA,,"24 hour service and intake Service/Intake and Hotline (310) 319-4000 Ext.0,  Administration (310) 319-4503",www.911rape.org,,,672,The agency provides sexual assault services for people of all ages in Los Angeles.,90404,http://egis3.lacounty.gov/lms/?p=672,publish,34.027548,-118.486272,2013-06-01T11:50:56.000Z,,,6414329.7319158,1832762.02143231
-118.225402056732861,33.89583496727537,98933868,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County District Attorney - Victim-Witness Assistance Program - Compton,200 W. Compton Blvd.,,Compton,CA,,"FAX (310) 537-5675,  Service/Intake (310) 603-7574,  Service/Intake (310) 603-7579, Hardcore Gang Service/Intake (310) 603-7127",da.co.la.ca.us/vwap/default.htm,,,702,The program provides victims of crime support in Los Angeles County.,90220,http://egis3.lacounty.gov/lms/?p=702,publish,33.895835,-118.225402,2013-06-01T11:50:56.000Z,,,6493265.74563138,1784549.12474807
-118.242858056245339,34.054910966562083,98933871,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County District Attorney - Victim-Witness Assistance Program - Family Violence Division,210 W. Temple St.,,Los Angeles,CA,,"Service/Intake (213) 974-9795,  Service/Intake and Administration (213) 974-7499,  Service/Intake (800) 380-3811, Family Violence Division Service/Intake (213) 974-9795,  Service/Intake (213) 974-9795,  FAX (213) 617-9720, Family Violence Division Service",da.co.la.ca.us/vwap/default.htm,,,703,The program provides victims of crime support in Los Angeles County.,90012,http://egis3.lacounty.gov/lms/?p=703,publish,34.054911,-118.242858,2013-06-01T11:50:56.000Z,,,6488108.1079808,1842452.42856064
-118.282157056236272,34.059020966426296,98933881,211,,Health and Mental Health,Mental Health Counseling,,,Enki Health And Research Systems - Pico Union,2523 W. 7th St.,,Los Angeles,CA,,"Service/Intake (213) 480-1557,  FAX (213) 480-1182",,,,710,This program provides mental health services for chronicaly mentally ill adults age 18 and older who reside primarily in the Pico Union/Westlake/McArthur Park area of Los Angeles.,90057,http://egis3.lacounty.gov/lms/?p=710,publish,34.059021,-118.282157,2013-06-01T11:50:56.000Z,,,6476208.58223923,1843979.21815798
-118.33765245624005,34.006993016488629,98933888,211,,Health and Mental Health,Mental Health Counseling,,,Eggleston Youth Center Inc,3701 W Stocker St,,Los Angeles,CA,,"Service/Intake and Administration (323) 508-2838,  Administrative (323) 954-1464",,,,720,The agency provides family preservation for families and individuals of all ages in Los Angeles County.,90008,http://egis3.lacounty.gov/lms/?p=720,publish,34.00699305,-118.3376524,2013-06-01T11:50:56.000Z,,,6459336.19209956,1825097.14568597
-118.293038256258484,34.060812226873296,98933890,211,,Health and Mental Health,Mental Health Counseling,,,Portals Mental Health Rehabilitation Services,679 S New Hampshire Ave,,Los Angeles,CA,,"Service/Intake (800) 340-9005,  FAX (213) 385-9246,  Administrative (213) 639-2500",www.portalshouse.org,,,721,"This agency provides employment services, mental health services, residential treatment for substance abuse and substance abuse services.",90005,http://egis3.lacounty.gov/lms/?p=721,publish,34.06081226,-118.2930382,2013-06-01T11:50:56.000Z,,,6472914.71546739,1844640.51932882
-118.225636056871977,34.048543967288396,98933923,211,,Health and Mental Health,Mental Health Counseling,,,Impacto Leadership Challenge - Elementary School Component Site,1300 Plaza Del Sol,,Los Angeles,CA,"Monday through Friday, 1:30pm to 6:00pm. ","Service/Intake (323) 881-0024, Impacto Elementary Component Service/Intake (323) 269-7552",www.proyectopastoral.org,,,783,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=783,publish,34.048544,-118.225636,2013-06-01T11:50:56.000Z,,,6493319.47911972,1840123.20290415
-118.227871056642272,34.048870967229242,98933928,211,,Health and Mental Health,Mental Health Counseling,,,Impacto Leadership Challenge - Junior/High School College Prep. Component Site,135 N. Mission Rd.,,Los Angeles,CA,"Monday through Friday, 2:00pm to 7:00pm. ","Service/Intake (323) 881-0024, Impacto After School Program Service/Intake (323) 881-0006",www.proyectopastoral.org,,,784,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",90033,http://egis3.lacounty.gov/lms/?p=784,publish,34.048871,-118.227871,2013-06-01T11:50:56.000Z,,,6492642.71210055,1840243.73153448
-118.303529056423685,34.063701966966015,98933933,211,,Health and Mental Health,Mental Health Counseling,,,Koreatown Youth And Community Center,3727 W. 6th St.,,Los Angeles,CA,"Monday through Friday, 9:00am to 6:00pm ","FAX (213) 927-0017,  Service/Intake and Administration (213) 365-7400, Property Management Co. Administrative (213) 482-1600, Property Management Co. Service/Intake (213) 482-1600",www.kyccla.org,,,785,"The agency provides business services, child care, conservation, counseling services, housing services, and youth services to residents of Koreatown.",90020,http://egis3.lacounty.gov/lms/?p=785,publish,34.063702,-118.303529,2013-06-01T11:50:56.000Z,,,6469740.43966372,1845701.57560565
-117.889868057168826,34.093093967441831,98933938,211,,Health and Mental Health,Mental Health Counseling,,,Santa Anita Family Service - Covina,716 N. Citrus Ave.,,Covina,CA,"Monday through Thursday 9:00a.m. to 5:00p.m. (evening appointments after 5:00p.m.); closed on Fridays ","FAX (626) 859-0999,  Service/Intake (626) 966-1755",www.santaanitafamilyservice.org,,,793,"The agency provides CalFresh services, child abuse services, counseling services, domestic violence services, drug abuse services and services for older adults.",91723,http://egis3.lacounty.gov/lms/?p=793,publish,34.093094,-117.889868,2013-06-01T11:50:56.000Z,,,6595014.35315739,1856277.35760364
-118.257467456399326,34.15128135639894,98933940,211,,Health and Mental Health,Mental Health Counseling,,,Glendale Multicultural Center 4 Self Esteem Family Reconstruction And Psychodrama,336 N Central Ave,,Glendale,CA,,"Service/Intake (818) 550-9940,  Service/Intake and Administration (818) 242-6424,  FAX (818) 242-6635",,,,796,"The agency provides child abuse services, domestic violence services and victims of crime support for people of all ages.",91203,http://egis3.lacounty.gov/lms/?p=796,publish,34.15128139,-118.2574674,2013-06-01T11:50:56.000Z,,,6483772.72820014,1877534.3177143
-118.155437056148514,34.027009966729565,98933942,211,,Health and Mental Health,Mental Health Counseling,,,Bienvenidos - Community Health Center / Woman's Institute,507 S. Atlantic Blvd.,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm ","Community Clinic Service/Intake (323) 268-9191, Women's Institute Service/Intake (323) 354-1017, Women's Institute FAX (323) 354-1019",www.bienvenidos.org,,,797,"The agency provides child abuse services, family support services, foster care services, health services, and substance abuse services for families throughout the San Gabriel Valley.",90022,http://egis3.lacounty.gov/lms/?p=797,publish,34.02701,-118.155437,2013-06-01T11:50:56.000Z,,,6514572.39265056,1832246.2567158
-117.926222056677219,34.066820967426303,98933955,211,,Health and Mental Health,Mental Health Counseling,,,Bienvenidos - Mental Health - West Covina,421 S. Glendora Ave.,,West Covina,CA,,Intake for all referrals Service/Intake (626) 543-1121,www.bienvenidos.org,,,800,"The agency provides child abuse services, family support services, foster care services, health services, and substance abuse services for families throughout the San Gabriel Valley.",91790,http://egis3.lacounty.gov/lms/?p=800,publish,34.066821,-117.926222,2013-06-01T11:50:56.000Z,,,6584014.68486805,1846706.04636572
-118.048762457113469,33.935731237642258,98933958,211,,Health and Mental Health,Mental Health Counseling,,,Helpline Youth Counseling Inc - Whittier,10750 Laurel Ave,,Whittier,CA,SITE HOURS: Monday through Friday by appointment only. ,Service/Intake (562) 777-0877,,,,802,"The agency provides child abuse services, welfare-to-work support services and youth services to people who live in the Southeast area of Los Angeles County.",90605,http://egis3.lacounty.gov/lms/?p=802,publish,33.93573127,-118.0487624,2013-06-01T11:50:56.000Z,,,6546879.03866705,1798995.18411048
-118.178304056647974,33.792805967771685,98933961,211,,Health and Mental Health,Mental Health Counseling,,,Helpline Youth Counseling Inc - Long Beach,1133 Rhea St.,,Long Beach,CA,,Service/Intake (562) 599-2244,,,,803,"The agency provides child abuse services, welfare-to-work support services and youth services to people who live in the Southeast area of Los Angeles County.",90806,http://egis3.lacounty.gov/lms/?p=803,publish,33.792806,-118.178304,2013-06-01T11:50:56.000Z,,,6507492.43436955,1747025.60005772
-118.24182745596498,34.039907207346367,98933964,211,,Health and Mental Health,Mental Health Counseling,,,Para Los Ninos - 6Th Street Site,838 E 6Th St,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm. ","FAX (213) 623-8716,  Service/Intake (213) 623-8446",www.paralosninos.org,,,806,"The agency provides child care, child abuse services, counseling services, family life education, school readiness for children, ages 0 to 5, and youth services to families who live in the Los Angeles area, including downtown Los Angeles, East Los Angeles, Pico Union, South Central Los Angeles.",90021,http://egis3.lacounty.gov/lms/?p=806,publish,34.03990724,-118.2418274,2013-06-01T11:50:56.000Z,,,6488407.14248772,1836991.53068981
-118.241765055984018,34.040274966981116,98933966,211,,Health and Mental Health,Mental Health Counseling,,,Para Los Ninos - Youth Center,845 E. 6th St.,,Los Angeles,CA,"Monday through Friday, 9:00am to 6:30pm. ","Service/Intake (213) 623-3942 Ext.222,  Service/Intake (213) 623-3942 Ext.227",www.paralosninos.org,,,807,"The agency provides child care, child abuse services, counseling services, family life education, school readiness for children, ages 0 to 5, and youth services to families who live in the Los Angeles area, including downtown Los Angeles, East Los Angeles, Pico Union, South Central Los Angeles.",90021,http://egis3.lacounty.gov/lms/?p=807,publish,34.040275,-118.241765,2013-06-01T11:50:56.000Z,,,6488426.36882722,1837125.31979232
-118.244317055880742,34.048457967080687,98933968,211,,Health and Mental Health,Mental Health Counseling,,,Little Tokyo Service Center - A Community Development Corporation,231 E. Third St.,,Los Angeles,CA,,"Administrative (213) 473-3030,  FAX (213) 473-3031, Child Care Programs Information Only (213) 473-1699, Head Start Program Information Only (213) 481-0227,  Service/Intake (213) 473-3035, Japanese Students Hotline Hotline/Talkline/Warmline (213) 473-1630",www.ltsc.org,,,810,"The agency provides child care, counseling services, services for older adults and youth services for Japanese immigrants and Japanese-Americans in Los Angeles County.",90013,http://egis3.lacounty.gov/lms/?p=810,publish,34.048458,-118.244317,2013-06-01T11:50:56.000Z,,,6487660.46681572,1840105.13437073
-118.266904656424146,34.030039897238623,98933971,211,,Health and Mental Health,Mental Health Counseling,,,Los Angeles County Department Of Children And Family Services - Child Abuse Hotline And Emergency Response Command,1933 S Broadway,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Child Abuse Hotline - Deaf and Hearing Impaired TDD (800) 272-6699, Child Abuse Hotline/24 Hours - in CA Hotline/Talkline/Warmline (800) 540-4000, Child Abuse Hotline - outside CA Hotline/Talkline/Warmline (213) 639-4500",dcfs.lacounty.gov,,,811,The agency provides child protective services for youth in Los Angeles.,90007,http://egis3.lacounty.gov/lms/?p=811,publish,34.03003993,-118.2669046,2013-06-01T11:50:56.000Z,,,6480800.32338381,1833419.85935548
-118.378131055986344,34.139952967063429,98933976,211,,Health and Mental Health,Mental Health Counseling,,,Action Family Counseling,11372 Ventura Blvd.,,Studio City,CA,,"FAX (818) 763-9568, 800-FOR TEENs - Emergency 24-hour Service/Intake and Hotline (800) 367-8336,  Service/Intake (818) 763-9556",www.actionfamily.org/,,,815,The agency provides counseling services for adolescents and their families in Los Angeles County.,91604,http://egis3.lacounty.gov/lms/?p=815,publish,34.139953,-118.378131,2013-06-01T11:50:56.000Z,,,6447250.20019548,1873527.15971814
-118.098749057014828,34.015545967156328,98933985,211,,Health and Mental Health,Mental Health Counseling,,,Casa Cardenas,111 W. Beverly Blvd.,,Montebello,CA,,Service/Intake and Administration (323) 721-7578,www.casacardenas.org,,,818,The agency provides counseling and supportive services for people of all ages who live in the San Gabriel Valley.,90640,http://egis3.lacounty.gov/lms/?p=818,publish,34.015546,-118.098749,2013-06-01T11:50:56.000Z,,,6531744.94262297,1828052.56234731
-117.960568056746098,34.088042967290178,98933986,211,,Health and Mental Health,Mental Health Counseling,,,Casa Cardenas - Baldwin Park,4141 Maine Ave.,,Baldwin Park,CA,,Service/Intake and Administration (323) 721-7578,www.casacardenas.org,,,819,The agency provides counseling and supportive services for people of all ages who live in the San Gabriel Valley.,91706,http://egis3.lacounty.gov/lms/?p=819,publish,34.088043,-117.960568,2013-06-01T11:50:56.000Z,,,6573609.64859155,1854423.27732231
-118.385573055735421,33.96533596703398,98933987,211,,Health and Mental Health,Mental Health Counseling,,,Airport Marina Counseling Service,7891 La Tijera Blvd.,,Los Angeles,CA,,"FAX (310) 670-0919,  Service/Intake (310) 670-1410",www.airportmarina.org,,,821,The agency provides counseling services for adults and children age five and older who are in the South Bay and West Los Angeles areas.,90045,http://egis3.lacounty.gov/lms/?p=821,publish,33.965336,-118.385573,2013-06-01T11:50:56.000Z,,,6444754.55295581,1809989.63653098
-118.331562955622061,33.960462576556381,98933989,211,,Health and Mental Health,Mental Health Counseling,,,New Possibilities Anger Management And Parenting Program,3425 W Manchester Blvd,,Inglewood,CA,Call for information. ,"Service/Intake and Administration (323) 819-1988, Fax line also Service/Intake (323) 418-8587,  Service/Intake and Administration (323) 819-1998,  FAX (323) 903-5818,  Service/Intake and Administration (323) 819-1998,  Service/Intake and Administration (3",,,,822,"The agency provides counseling and substance abuse services for adults and adolescents, age 14 to 18, in Los Angeles County.",90305,http://egis3.lacounty.gov/lms/?p=822,publish,33.96046261,-118.3315629,2013-06-01T11:50:56.000Z,,,6461125.90800831,1808157.69400065
-118.18952505576442,33.834555967427868,98933990,211,,Health and Mental Health,Mental Health Counseling,,,Pacific Resources Psychological Group,4201 Long Beach Blvd.,,Long Beach,CA,"Monday through Friday, 8:00am to 8:00pm. ","FAX (562) 426-5211,  Service/Intake and Administration (562) 988-1000,  Service/Intake and Administration (800) 207-3333",www.prpg-inc.com,,,823,The agency provides counseling for people in Los Angeles County.,90807,http://egis3.lacounty.gov/lms/?p=823,publish,33.834556,-118.189525,2013-06-01T11:50:56.000Z,,,6504111.57072447,1762225.7533844
-118.482602056489156,34.156380966885827,98933991,211,,Health and Mental Health,Mental Health Counseling,,,Community Psychological Services,16055 Ventura Blvd.,,Encino,CA,Hours and days are determined by individual therapists.  People may call and leave a message after hours. ,Service/Intake (818) 907-7974,www.cpsla.com,,,826,"The agency provides counseling for Santa Clarita Valley, West Los Angeles and West San Fernando Valley residents of all ages.",91436,http://egis3.lacounty.gov/lms/?p=826,publish,34.156381,-118.482602,2013-06-01T11:50:56.000Z,,,6415666.83455655,1879640.88764815
-118.250432956542099,34.14505861649959,98933992,211,,Health and Mental Health,Mental Health Counseling,,,Ark Family Center Inc,135 S Jackson St,,Glendale,CA,"Monday through Friday, 9:00am to 8:00pm. ","FAX (818) 662-7002,  Service/Intake and Administration (818) 662-7045",,,,827,The agency provides counseling services and domestic violence services for people who live in Los Angeles County.,91205,http://egis3.lacounty.gov/lms/?p=827,publish,34.14505865,-118.2504329,2013-06-01T11:50:56.000Z,,,6485895.39258997,1875264.37901273
-118.275005355791947,34.060296907180415,98933994,211,,Health and Mental Health,Mental Health Counseling,,,Sunrise Community Counseling Center,537 S Alvarado St,,Los Angeles,CA,"Monday through Wednesday, 9:00am to 7:00pm; Thursday and Friday, 9:00am to 5:00pm; and Saturday, 8:00am to 2:00pm. ",Service/Intake and Administration (213) 207-2770,,,,828,The agency provides counseling services and domestic violence services for people who live in the Los Angeles County area.,90057,http://egis3.lacounty.gov/lms/?p=828,publish,34.06029694,-118.2750053,2013-06-01T11:50:56.000Z,,,6478376.00572589,1844437.55254315
-118.467348056117785,34.201051966514058,98933996,211,,Health and Mental Health,Mental Health Counseling,,,Friends Of The Family,15350 Sherman Way,,Van Nuys,CA,"SITE HOURS: Monday and Thursday, 9:00am to 9:00pm; Tuesday and Wednesday, 9:00am to 10:00pm; Friday, 9:00am to 5:00pm; Saturday, 9:00am to 3:00pm. ","FAX (818) 988-4633,  Service/Intake (818) 988-4430",www.fofca.org,,,829,"The agency provides counseling services, family life education for people of all ages and supervised visitation and monitoring for parents who live in Los Angeles County.",91406,http://egis3.lacounty.gov/lms/?p=829,publish,34.201052,-118.467348,2013-06-01T11:50:56.000Z,,,6420357.23692113,1895875.4919899
-118.317314056403021,33.959795967427993,98933999,211,,Health and Mental Health,Mental Health Counseling,,,El Nido Family Centers - South Los Angeles,2152 W. Manchester Ave.,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm. ","FAX (323) 753-1222,  Service/Intake (323) 971-7360",www.elnidofamilycenters.org/,,,830,The agency provides counseling services and family life education for youth and their families in Los Angeles.,90047,http://egis3.lacounty.gov/lms/?p=830,publish,33.959796,-118.317314,2015-03-11T11:21:58.000Z,,,6465446.01911873,1807901.15547173
-118.467233055889963,34.255481966528272,98934003,211,,Health and Mental Health,Mental Health Counseling,,,El Nido Family Centers - Mission Hills,10200 Sepulveda Blvd.,,Mission Hills,CA,"Monday through Friday, 8:30am to 5:30pm. ","Service/Intake (818) 830-3646,  FAX (818) 830-3654",www.elnidofamilycenters.org/,,,832,The agency provides counseling services and family life education for youth and their families in Los Angeles.,91345,http://egis3.lacounty.gov/lms/?p=832,publish,34.255482,-118.467233,2013-06-01T11:50:56.000Z,,,6420484.08213988,1915683.17809623
-118.467233055889963,34.255481966528272,98934005,211,,Health and Mental Health,Mental Health Counseling,,,El Nido Family Centers - Administrative Office,10200 Sepulveda Blvd.,,Mission Hills,CA,"Monday through Friday, 8:30am to 5:30pm. ","Service/Intake and Administration (818) 830-3646,  FAX (818) 891-6547",www.elnidofamilycenters.org/,,,833,The agency provides counseling services and family life education for youth and their families in Los Angeles.,91345,http://egis3.lacounty.gov/lms/?p=833,publish,34.255482,-118.467233,2013-06-01T11:50:56.000Z,,,6420484.08213988,1915683.17809623
-118.426452055961661,34.262695966297443,98934008,211,,Health and Mental Health,Mental Health Counseling,,,El Nido Services - Pacoima,13460 Van Nuys Blvd.,,Pacoima,CA,"Monday through Friday, 8:00am to 7:00pm. ","FAX (818) 834-7976,  Service/Intake (818) 896-7776",www.elnidofamilycenters.org,,,835,The agency provides family life education for at risk families and at risk adolescents in the San Fernando Valley.,91331,http://egis3.lacounty.gov/lms/?p=835,publish,34.262696,-118.426452,2013-06-01T11:50:56.000Z,,,6432818.15097563,1918253.6795169
